Key;Recommendation_1;Recommendation_2;Recommendation_3;Recommendation_4;Recommendation_5;Recommendation_6;Recommendation_7;Recommendation_8
7675030185;7675051413;7675023691;7675019936;7675011291;7675014056;7675010245;7675044441;7675041489
7675030433;7675022808;7675014036;7675008598;7675052415;7675019654;7675014920;7675054406;7675021220
7675030650;7675051390;7675040907;7675025739;7675005083;7675009821;7675023536;7675017298;7675039337
7675030652;7675025833;7675020825;7675040761;7675019617;7675052885;7675051417;7675011442;7675039923
7675030947;7675047255;7675025833;7675014057;7675046542;7675051221;7675039923;7675023692;7675027892
7675031643;7675015711;7675041802;7675014925;7675023692;7675014134;7675014057;7675011448;7675021502
7675031676;7675051409;7675051415;7675050922;7675014920;7675018242;7675011534;7675010508;7675011291
7675031881;7675012816;7675011360;7675016159;7675008714;7675035901;7675050672;7675011263;7675017412
7675033586;7675052885;7675051417;7675051560;7675021001;7675028770;7675012847;7675051556;7675039571
7675033651;7675016202;7675037176;7675012598;7675018349;7675019630;7675010567;7675035901;7675010214
7675033771;7675038497;7675042186;7675011279;7675030650;7675040109;7675020680;7675006364;7675012542
7675034571;7675051411;7675011441;7675008714;7675026138;7675048968;7675008491;7675015711;7675020689
7675035901;7675013395;7675011264;7675033651;7675016202;7675052921;7675011265;7675010214;7675037176
7675037166;7675010723;7675025498;7675050442;7675053045;7675041137;7675008490;7675014339;7675006352
7675037176;7675033651;7675010567;7675012598;7675016202;7675018349;7675019630;7675013395;7675016380
7675037724;7675039084;7675055167;7675027112;7675043152;7675012616;7675054771;7675006360;7675044187
7675037851;7675057763;7675008490;7675050397;7675028755;7675028737;7675021220;7675038123;7675012816
7675038122;7675024333;7675013714;7675040907;7675010296;7675013822;7675011663;7675006352;7675014213
7675038123;7675010388;7675018767;7675011361;7675013474;7675012405;7675014307;7675011451;7675028720
7675038175;7675020681;7675041083;7675048442;7675039017;7675024397;7675039784;7675047448;7675044267
7675038176;7675017298;7675009821;7675054802;7675038497;7675011448;7675011279;7675040907;7675005186
7675038187;7675050397;7675010508;7675051413;7675016280;7675025739;7675055167;7675025986;7675005083
7675038398;7675050442;7675039571;7675012262;7675019977;7675005072;7675035901;7675013975;7675005287
7675038497;7675038176;7675017298;7675008930;7675005186;7675021220;7675009821;7675011448;7675010296
7675038529;7675014042;7675011291;7675011534;7675013944;7675042172;7675048776;7675011441;7675006508
7675038896;7675011441;7675014354;7675048776;7675055594;7675030185;7675017385;7675050497;7675051556
7675039017;7675041083;7675020681;7675024397;7675039784;7675051539;7675038175;7675047448;7675011449
7675039083;7675028763;7675012816;7675016101;7675011443;7675012830;7675019652;7675021550;7675029814
7675039084;7675037724;7675055167;7675011449;7675017195;7675027112;7675015543;7675054771;7675013151
7675039267;7675018026;7675050921;7675009645;7675010343;7675030650;7675029813;7675017298;7675025739
7675039337;7675030650;7675044187;7675010565;7675045749;7675054787;7675044197;7675054792;7675021001
7675039571;7675005287;7675019791;7675011355;7675039664;7675020689;7675005060;7675016655;7675018144
7675039664;7675005089;7675011668;7675013714;7675010719;7675010296;7675005088;7675011355;7675010404
7675039735;7675047448;7675014742;7675021001;7675005101;7675020681;7675021220;7675041083;7675039017
7675039784;7675024397;7675039017;7675041083;7675044267;7675020681;7675051539;7675039975;7675058640
7675039923;7675025833;7675046542;7675016671;7675010719;7675010362;7675020944;7675011668;7675047255
7675039924;7675014057;7675023692;7675047255;7675025833;7675030947;7675057416;7675046542;7675051221
7675039955;7675014042;7675015711;7675050484;7675008491;7675030185;7675022742;7675027112;7675050672
7675039975;7675040758;7675039784;7675020827;7675056461;7675051539;7675017195;7675027112;7675012805
7675040109;7675045749;7675050490;7675048442;7675018898;7675048968;7675048776;7675054771;7675044150
7675040758;7675039975;7675020827;7675023536;7675012805;7675039784;7675056461;7675019620;7675051539
7675040761;7675019617;7675020825;7675030652;7675025833;7675010404;7675011360;7675039923;7675046542
7675040907;7675009821;7675017298;7675051390;7675025739;7675030650;7675005083;7675009902;7675011448
7675040957;7675025986;7675041489;7675013151;7675027803;7675016856;7675005072;7675013822;7675028755
7675041083;7675039017;7675024397;7675039784;7675020681;7675038175;7675012805;7675044267;7675042942
7675041137;7675024333;7675037166;7675021466;7675024332;7675012760;7675006360;7675006325;7675020689
7675041489;7675015711;7675055167;7675019936;7675008491;7675012616;7675052415;7675015543;7675051415
7675041802;7675018135;7675016159;7675012438;7675047331;7675012760;7675010245;7675008894;7675028763
7675042113;7675023691;7675012816;7675044150;7675054771;7675051556;7675055167;7675050497;7675037724
7675042146;7675006131;7675008839;7675010296;7675014706;7675011360;7675005098;7675050923;7675040907
7675042147;7675016280;7675017864;7675014338;7675030433;7675054787;7675040957;7675044187;7675013944
7675042172;7675016159;7675011287;7675006360;71928304560;7675008894;7675038529;7675024174;7675006325
7675042186;7675014213;7675023446;7675006131;7675014925;7675011279;7675030650;7675005145;7675021502
7675042189;7675024174;7675043152;7675022808;7675019801;7675019574;7675013474;7675014307;7675008910
7675042385;7675044441;7675005895;7675029242;7675011441;7675021220;7675026138;7675044267;7675023536
7675042942;7675021001;7675048442;7675010565;7675056403;7675009903;7675041083;7675051539;7675027802
7675043152;71928304560;7675037724;7675042189;7675039084;7675027112;7675051539;7675055167;7675054771
7675043581;7675016856;7675008221;7675040758;7675015543;7675006391;7675016280;7675055594;7675053385
7675044128;7675054802;7675050504;7675025739;7675051405;7675005186;7675005088;7675039664;7675011448
7675044150;7675055722;7675054938;7675054792;7675044187;7675027112;7675050504;7675054802;7675054775
7675044187;7675045749;7675054792;7675044197;7675050490;7675054787;7675054775;7675054771;7675054797
7675044197;7675044187;7675050490;7675045749;7675054792;7675054787;7675054797;7675054775;7675054771
7675044441;7675005895;7675042385;7675021220;7675008516;7675011279;7675018144;7675005060;7675009821
7675044664;7675022270;7675014057;7675047255;7675025833;7675051221;7675023692;7675046542;7675030947
7675045341;7675005282;7675009821;7675021220;7675017298;7675044267;7675018144;7675052415;7675011448
7675045749;7675050490;7675040109;7675048442;7675044187;7675054792;7675054787;7675044197;7675054771
7675046370;7675029813;7675023692;7675014057;7675005101;7675014134;7675052885;7675057416;7675051417
7675046372;7675009645;7675008589;7675015711;7675026459;7675028720;7675014057;7675039267;7675006352
7675046542;7675025833;7675039923;7675016671;7675010719;7675011668;7675047255;7675010362;7675020944
7675047255;7675025833;7675016202;7675010567;7675010214;7675033651;7675012598;7675022188;7675030947
7675047331;7675008894;7675055594;7675012805;7675045749;7675006384;7675028737;7675010508;7675044197
7675047436;7675022270;7675019794;7675011444;7675019654;71928304560;7675055167;7675008491;7675019652
7675047448;7675012816;7675020681;7675039735;7675039017;7675012805;7675051539;7675044267;7675042942
7675047664;7675013474;7675023846;7675006391;7675009648;7675011287;7675011361;7675012830;7675042172
7675048107;7675041489;7675011443;7675012805;7675040957;7675027269;7675052104;7675051539;7675019620
7675048442;7675050490;7675045749;7675040109;7675050484;7675054797;7675054792;7675054775;7675044267
7675048698;7675052920;7675014057;7675016202;7675019630;7675051153;7675016133;7675008913;7675022188
7675048776;7675048968;7675050497;7675050869;7675040109;7675045749;7675038529;7675050928;7675044187
7675048968;7675050497;7675048776;7675040109;7675050928;7675050869;7675045749;7675018767;7675018242
7675049679;7675041083;7675014705;7675039975;7675020827;7675027804;7675012805;7675054787;7675012760
7675050397;7675013822;7675019654;7675038187;7675055167;7675019936;7675016280;7675026138;7675013539
7675050442;7675019936;7675011291;7675013822;7675010245;7675010723;7675026138;7675008516;7675053045
7675050484;7675048442;7675044187;7675019652;7675054938;7675054797;7675054792;7675044197;7675045749
7675050490;7675045749;7675040109;7675048442;7675054792;7675044187;7675054775;7675054771;7675044197
7675050497;7675048968;7675048776;7675045749;7675054787;7675044187;7675044197;7675050869;7675050928
7675050504;7675044128;7675054802;7675025739;7675051725;7675011448;7675051405;7675023536;7675005186
7675050672;7675018349;7675016380;7675012598;7675033651;7675016133;7675035901;7675016101;7675037176
7675050869;7675048776;7675050497;7675048968;7675040109;7675045749;7675050490;7675044197;7675054787
7675050921;7675010388;7675029813;7675040907;7675010404;7675021220;7675044128;7675019055;7675039267
7675050922;7675014706;7675018242;7675031676;7675050921;7675019055;7675026138;7675011448;7675050924
7675050923;7675042146;7675005060;7675006748;7675039337;7675014042;7675052415;7675040907;7675014057
7675050924;7675008516;7675011279;7675005060;7675021502;7675014057;7675051413;7675005098;7675014042
7675050928;7675054787;7675045749;7675044187;7675044197;7675010388;7675018767;7675050490;7675054792
7675051011;7675023691;7675011451;7675008224;7675027255;7675013151;7675052085;7675012542;7675008894
7675051030;7675011264;7675050442;7675011449;7675014134;7675012262;7675052920;7675012616;7675010343
7675051153;7675019653;7675035901;7675016202;7675011265;7675019630;7675052920;7675017412;7675014057
7675051221;7675047255;7675025833;7675014057;7675030947;7675046542;7675023692;7675044664;7675039923
7675051390;7675030650;7675040907;7675025739;7675005083;7675009821;7675023536;7675017298;7675011355
7675051405;7675011441;7675012542;7675044128;7675050504;7675011287;7675023691;7675051415;7675012816
7675051407;7675039664;7675054600;7675031676;7675026138;7675015711;7675021419;7675050497;7675052415
7675051409;7675010245;7675031676;7675012616;7675014134;7675014920;7675013714;7675039664;7675051405
7675051411;7675022833;7675011203;7675014339;7675034571;7675018144;7675041489;7675051413;7675005083
7675051413;7675008516;7675030185;7675011279;7675014057;7675005060;7675021502;7675050924;7675005098
7675051415;7675014881;7675011534;7675010057;7675008490;7675051405;7675051413;7675031676;7675028931
7675051417;7675051563;7675025498;7675052885;7675033586;7675018898;7675030650;7675051560;7675053851
7675051520;7675011405;7675050442;7675051411;7675052885;7675019977;7675012262;7675013975;7675051415
7675051521;7675014881;7675051415;7675016133;7675014284;7675016336;7675020103;7675014821;7675008490
7675051539;7675055722;7675027112;7675054792;7675053385;7675012805;7675054797;7675054775;7675044187
7675051556;7675020686;7675025498;7675054600;7675030433;7675051560;7675035901;7675008763;7675010214
7675051560;7675033586;7675051556;7675051417;7675011265;7675009646;7675021001;7675011710;7675010567
7675051563;7675051417;7675025498;7675054600;7675018898;7675030650;7675039571;7675016202;7675013975
7675051725;7675054802;7675050504;7675025739;7675044128;7675023536;7675005101;7675006748;7675054938
7675052085;7675045749;7675050490;7675044197;7675044187;7675009995;7675008492;7675054792;7675026138
7675052104;7675017390;7675021001;7675027803;7675054787;7675042942;7675011287;7675027802;7675006328
7675052415;7675008516;7675018144;7675014134;7675009821;7675017298;7675011279;7675011448;7675005060
7675052462;7675014057;7675005114;7675023692;7675020878;7675047255;7675025833;7675057416;7675030947
7675052463;7675008894;7675008491;7675010065;7675018767;7675016621;7675008714;7675023533;7675012805
7675052885;7675051417;7675030433;7675033586;7675039337;7675021001;7675016671;7675014036;7675008598
7675052917;7675024332;7675012679;7675014104;7675054938;7675027799;7675021220;7675012616;7675029814
7675052920;7675019630;7675016202;7675051153;7675048698;7675035901;7675011264;7675014057;7675010214
7675052921;7675013395;7675011264;7675035901;7675010214;7675019630;7675010567;7675037176;7675016202
7675052924;7675011355;7675028763;7675020680;7675006325;7675024333;7675057763;7675050397;7675028737
7675053045;7675010723;7675011045;7675011444;7675014925;7675018144;7675014036;7675050442;7675020689
7675053069;7675052885;7675051417;7675030433;7675047664;7675006391;7675039571;7675005287;7675023691
7675053385;7675011451;7675027269;7675051539;7675027257;7675018767;7675050928;7675054406;7675010388
7675053851;7675059257;7675005179;7675030433;7675054787;7675022870;7675054802;7675038176;7675054792
7675054047;7675012805;7675051539;7675058640;7675006384;7675008490;7675045749;7675008492;7675017884
7675054399;7675008547;7675012816;7675019794;7675008840;7675017390;7675011287;7675028720;7675024333
7675054406;7675019540;7675009995;7675022808;7675011451;7675030433;7675011441;7675054771;7675011361
7675054517;7675045749;7675044197;7675054787;7675044187;7675008894;7675054792;7675050490;7675023941
7675054584;7675023446;7675014057;7675023692;7675047255;7675025833;7675030947;7675028146;7675046542
7675054600;7675037176;7675033651;7675016202;7675018349;7675010567;7675010214;7675016380;7675012598
7675054771;7675050490;7675045749;7675044187;7675054792;7675044197;7675054787;7675055167;7675044150
7675054775;7675054797;7675054792;7675048442;7675050490;7675044187;7675054787;7675045749;7675044197
7675054787;7675045749;7675044187;7675054775;7675050490;7675054792;7675044197;7675054797;7675054771
7675054792;7675054775;7675054797;7675044187;7675050490;7675048442;7675045749;7675044197;7675054787
7675054797;7675054775;7675054792;7675048442;7675050490;7675044187;7675044197;7675054787;7675045749
7675054802;7675044128;7675050504;7675025739;7675051725;7675005088;7675038176;7675005186;7675039664
7675054938;7675044150;7675054787;7675019650;7675044187;7675050484;7675055722;7675010388;7675051725
7675054980;7675040109;7675014284;7675048776;7675045749;7675012481;7675048968;7675011262;7675050490
7675055167;7675039084;7675013151;7675011449;7675037724;7675008491;7675024397;7675054771;7675019652
7675055594;7675010508;7675047331;7675023941;7675051405;7675012542;7675012816;7675011287;7675011441
7675055663;7675028763;7675016964;7675009902;7675023846;7675039735;7675044441;7675014705;7675012041
7675055665;7675026138;7675008840;7675011174;7675023692;7675014057;7675014134;7675027257;7675039337
7675055722;7675051539;7675044150;7675054775;7675054797;7675050490;7675044187;7675027112;7675054792
7675055764;7675018026;7675039267;7675028720;7675011361;7675050497;7675052415;7675010565;7675023691
7675055979;7675009645;7675051417;7675052885;7675047436;7675014920;7675011441;7675022270;7675047664
7675055984;7675038122;7675028720;7675011361;7675038123;7675027804;7675013151;7675050397;7675013539
7675056017;7675027255;7675018767;7675013973;7675014057;7675023692;7675011710;7675014134;7675057416
7675056021;7675021466;7675008930;7675056403;7675050442;7675010201;7675050497;7675038529;7675005072
7675056072;7675014057;7675023692;7675047255;7675025833;7675046542;7675030947;7675051221;7675044664
7675056183;7675019654;7675028720;7675025794;7675014307;7675018242;7675024720;7675051413;7675011287
7675056403;7675025498;7675042942;7675018898;7675016621;7675013151;7675019055;7675005895;7675010565
7675056461;7675039975;7675019620;7675040758;7675020827;7675055594;7675008894;7675039784;7675052415
7675056795;7675050442;7675008913;7675019977;7675012262;7675013975;7675017385;7675011588;7675051520
7675057416;7675028146;7675018242;7675018026;7675014134;7675005282;7675014057;7675005083;7675006103
7675057763;7675037851;7675008714;7675021466;7675019653;7675030433;7675009902;7675012039;7675028755
7675058632;7675041489;7675050497;7675008491;7675008490;7675013975;7675012262;7675054787;7675045749
7675058640;7675051539;7675012805;7675006384;7675020675;7675039784;7675020827;7675021479;7675020681
7675059257;7675053851;7675051405;7675054787;7675050490;7675014213;7675014307;7675054792;7675019423
7675044267;7675044267;7675044267;7675044267;7675044267;7675044267;7675044267;7675044267;7675044267
7675012438;7675019652;7675008589;7675008839;7675020053;7675041802;7675016964;7675006103;7675010245
